,Server,Time_floor,variable,Value
238,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,88,Memory Usage,0.013473760750961985
408,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,88,Latency,2.031252364010058
69,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,91,CPU Usage,0.20559530597367626
239,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,91,Memory Usage,0.02660115405164697
409,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,91,Latency,1.026606003897836
70,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,92,CPU Usage,0.20559530597367626
240,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,92,Memory Usage,0.02660115405164697
410,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,92,Latency,1.026606003897836
71,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,94,CPU Usage,0.1085933444261779
241,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,94,Memory Usage,0.01311530585162905
411,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,94,Latency,0.04330365652539468
72,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,98,CPU Usage,0.20275827398208984
242,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,98,Memory Usage,0.021651023047539863
412,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,98,Latency,1.0721314266639923
73,client,0,CPU Usage,0.0554409228737523
243,client,0,Memory Usage,0.009671934709584466
413,client,0,Latency,0.048344925549626216
74,client,2,CPU Usage,0.15433777496917492
244,client,2,Memory Usage,0.019324526016832856
414,client,2,Latency,1.573074549431878
75,client,6,CPU Usage,0.002375515617571341
245,client,6,Memory Usage,0.003107299685275877
415,client,6,Latency,3.0601071766787187
76,client,7,CPU Usage,0.10831252357468492
246,client,7,Memory Usage,0.019910948789794748
416,client,7,Latency,0.02375515617571341
77,client,11,CPU Usage,0.05377204410096817
247,client,11,Memory Usage,0.01003974675239349
417,client,11,Latency,0.5524389789584915
78,client,15,CPU Usage,0.053049774943028656
248,client,15,Memory Usage,0.012358760712349948
418,client,15,Latency,0.5258557148032338
79,client,18,CPU Usage,0.10667983659289043
249,client,18,Memory Usage,0.01882620746932604
419,client,18,Latency,2.0731990434209777
80,client,21,CPU Usage,0.10698672352247132
250,client,21,Memory Usage,0.0170068786012375
420,client,21,Latency,2.054672786751329
81,client,24,CPU Usage,0.05509676391390997
251,client,24,Memory Usage,0.00933400126021032
421,client,24,Latency,0.5755245225906207
82,client,27,CPU Usage,0.10829109655912288
252,client,27,Memory Usage,0.019210164979165875
422,client,27,Latency,2.0186010697975303
83,client,30,CPU Usage,0.10483105727529192
253,client,30,Memory Usage,0.01203980636863897
423,client,30,Latency,2.03705589234303
84,client,34,CPU Usage,0.15329390863662334
254,client,34,Memory Usage,0.02014635268802519
424,client,34,Latency,1.5341693590663779
85,client,37,CPU Usage,0.20941113708561532
255,client,37,Memory Usage,0.026028544723363082
425,client,37,Latency,3.0183577043100245
86,client,40,CPU Usage,0.1093248092873201
256,client,40,Memory Usage,0.014003230681670573
426,client,40,Latency,2.0941113708561536
87,client,41,CPU Usage,0.10781391960223813
257,client,41,Memory Usage,0.018755509301034985
427,client,41,Latency,2.0336985687495552
88,client,45,CPU Usage,0.009872759793631468
258,client,45,Memory Usage,0.006149112460131793
428,client,45,Latency,3.017108298247294
89,client,47,CPU Usage,0.209625987366958
259,client,47,Memory Usage,0.02111222806609916
429,client,47,Latency,1.0266301239949027
90,client,48,CPU Usage,0.209625987366958
260,client,48,Memory Usage,0.02111222806609916
430,client,48,Latency,1.0266301239949027
91,client,52,CPU Usage,0.002758884723041623
261,client,52,Memory Usage,0.003112509375659664
431,client,52,Latency,3.0909063404757418
92,client,53,CPU Usage,0.20664916354207216
262,client,53,Memory Usage,0.026980884279174527
432,client,53,Latency,1.0565939178843768
93,client,54,CPU Usage,0.20664916354207216
263,client,54,Memory Usage,0.026980884279174527
433,client,54,Latency,1.0565939178843768
94,client,60,CPU Usage,0.002347260856295625
264,client,60,Memory Usage,0.0030169757324868874
434,client,60,Latency,3.067802046275676
95,client,61,CPU Usage,0.10889769101197573
265,client,61,Memory Usage,0.019909040606211702
435,client,61,Latency,0.02347260856295625
96,client,65,CPU Usage,0.1582200096844496
266,client,65,Memory Usage,0.02038344114734161
436,client,65,Latency,1.5604962503332
97,client,69,CPU Usage,0.20830262773119035
267,client,69,Memory Usage,0.029095296165370627
437,client,69,Latency,3.07680823752487
98,client,72,CPU Usage,0.10209478114977764
268,client,72,Memory Usage,0.014505835634151662
438,client,72,Latency,2.0830262773119035
99,client,73,CPU Usage,0.10908865401083592
269,client,73,Memory Usage,0.014170015001821587
439,client,73,Latency,2.0155665877115454
100,client,78,CPU Usage,0.30605815567259953
270,client,78,Memory Usage,0.0371173563097954
440,client,78,Latency,2.0378910230428304
